प्रथमोऽध्याय,प्रथम+अध्याय
समुद्रश्च,समुद्र+च
नीलश्च,नील+च
रावणस्तु,रावण+तु
शक्तोऽभवत,शक्त+अभवत
एवाभवत,एव+अभवत
नाह,न+अह
रुण्डोऽपि,रुण्ड+अपि
तदागत्य,तदा+आगत्य
दृष्ट्वास्य,दृष्ट्वा+अस्य
मारुतिश्च,मारुति+च
समीक्ष्यैव,समीक्ष्य+एव
लक्ष्मणस्तेन,लक्ष्मण+तेन
पञ्चत्वमापन्न,पञ्चत्वम+आपन्न
शिखरमेव,शिखरम+एव
जगदद्य,जगत+अद्य
विंशतिश्च,विंशति+च
मुखमपश्यत,मुखम+अपश्यत
नभोऽभवत,नभ+अभवत
ततस्ते,तत+ते
एषाऽसि,एषा+असि
अवमानश्च,अवमान+च
शत्रुश्च,शत्रु+च
पुरुषार्थोऽस्ति,पुरुषार्थ+अस्ति
भक्तिश्च,भक्ति+च
रामोपि,राम+अपि
मूर्त्तिमानाशु,मूर्त्तिमान+आशु
पवित्रास्ति,पवित्रा+अस्ति
पुनर्मिलन,पुन+मिलन
इन्द्रोऽमृत,इन्द्र+अमृत
चापृच्छ्य,च+आपृच्छ्य
चोल्लंघ्य,च+उल्लंघ्य
लक्ष्मणश्च,लक्ष्मण+च
राज्यमिद,राज्यम+इद
कठिनमेव,कठिनम+एव
धैर्यमुक्त्वा,धैर्यम+उक्त्वा
स्थातव्यमिति,स्थातव्यम+इति
सन्तीति,सन्ति+इति
तद्दृष्ट्वा,तत+दृष्ट्वा
इत्थमवदत,इत्थम+अवदत
इदानीमहम,इदानीम+अहम
अर्जुनस्तु,अर्जुन+तु
इदानीमभिमन्यु,इदानीम+अभिमन्यु
केचिच्च,केचित+च
स्वयमपि,स्वयम+अपि
तूष्णीमेव,तूष्णीम+एव
अन्ततोगत्वा,अन्तत+गत्वा
अवधानमेव,अवधानम+एव
मज्जनमिति,मज्जनम+इति
सम्पूर्णमास्थान,सम्पूर्णम+आस्थान
एकमेव,एकम+एव
करणीयमिति,करणीयम+इति
प्रयोजनमेव,प्रयोजनम+एव
उचितमेव,उचितम+एव
कल्याणमेव,कल्याणम+एव
सत्यमेव,सत्यम+एव
बालकमपि,बालकम+अपि
क्रोधश्च,क्रोध+च
उच्चारणमपि,उच्चारणम+अपि
जगद्व्यपि,जगत+अपि
दुग्धमिति,दुग्धम+इति
अहमनुक्षणम,अहम+अनुक्षणम
किमर्थमेव,किमर्थम+एव
मदर्थमेव,मदर्थम+एव
दानमेव,दानम+एव
महानपराध,महान+अपराध
आगमनमत्र,आगमनम+अत्र
चित्तमपि,चित्तम+अपि
नान्यत,न+अन्यत
मरणमपि,मरणम+अपि
अनुक्षणमेव,अनुक्षणम+एव
देवत्वञ्च,देवत्व+च
श्रुत्वापि,श्रुत्वा+अपि
रक्षणमपि,रक्षणम+अपि
कथमस्ति,कथम+अस्ति
कुशलमेव,कुशलम+एव
मास्तु,मा+अस्तु
किञ्चिद्दूरम,किञ्चित+दूरम
प्रतिदिनमिव,प्रतिदिनम+इव
किञ्चिद्दूर,किञ्चित+दूर
कियद्दूर,कियत+दूर
तदैव,तदा+एव
चक्रमपि,चक्रम+अपि
अधुनैव,अधुना+एव
बन्धनमपि,बन्धनम+अपि
निर्णीतमेव,निर्णीतम+एव
सत्यमपि,सत्यम+अपि
आसक्तिरपि,आसक्ति+अपि
पुत्रोऽपि,पुत्र+अपि
किमन्यत,किम+अन्यत
एषोऽपि,एष+अपि
चेदपि,चेत+अपि
संख्यापि,संख्या+अपि
अधुनापि,अधुना+अपि
मौनमेव,मौनम+एव
नान्य,न+अन्य
एकमपि,एकम+अपि
वृद्धापि,वृद्धा+अपि
किञ्चिदिव,किञ्चित+इव
योग्यापि,योग्या+अपि
सम्पदमिव,सम्पदम+इव
नावगत,न+अवगत
साहसमपि,साहसम+अपि
नातीत,न+अतीत
खिन्नश्च,खिन्न+च
सत्यमिति,सत्यम+इति
अप्रियमेव,अप्रियम+एव
वाक्यमपि,वाक्यम+अपि
पुष्पमिव,पुष्पम+इव
उचितमिति,उचितम+इति
ज्ञात्वापि,ज्ञात्वा+अपि
त्वदीयमेव,त्वदीयम+एव
मुखमेव,मुखम+एव
किमस्ति,किम+अस्ति
समीचीनमेव,समीचीनम+एव
कियदधिकम,कियत+अधिकम
अन्यदेव,अन्यत+एव
इदमिदानी,इदम+इदानी
महदपि,महत+अपि
सुमहदपि,सुमहत+अपि
इदानीमेव,इदानीम+एव
धनमपि,धनम+अपि
पत्रमेक,पत्रम+एक
रूपमपि,रूपम+अपि
अहमस्मि,अहम+अस्मि
तन्त्रमिद,तन्त्रम+इद
नागच्छति,न+आगच्छति
